gear,g_lon
2.0,0.5583321
2.0,0.5486456
2.0,0.5543569
2.0,0.54949534
2.0,0.5353402
2.0,0.5600406
2.0,0.52999717
2.0,0.51957184
2.0,0.5289339
2.0,0.5110701
2.0,0.5080743
2.0,0.51946735
2.0,0.49114016
2.0,0.4892677
2.0,0.48743987
2.0,0.4849845
3.0,-0.18034591
3.0,-0.067702636
3.0,0.572141
3.0,0.35950342
3.0,0.46400234
3.0,0.42277062
3.0,0.43512902
3.0,0.45826447
3.0,0.44644204
3.0,0.39181012
3.0,0.4671866
3.0,0.44495106
3.0,0.4208316
3.0,0.42224145
3.0,0.4430989
3.0,0.45524836
3.0,0.39177436
3.0,0.4687141
3.0,0.4200989
3.0,0.40287882
3.0,0.46053833
3.0,0.40604958
3.0,0.40990907
3.0,0.44538277
3.0,0.4179919
3.0,0.40138742
3.0,0.43174982
3.0,0.41550347
3.0,0.42272434
3.0,0.41794991
3.0,0.3874391
3.0,0.4340502
3.0,0.38176766
3.0,0.424686
3.0,0.3468764
3.0,0.3154215
3.0,0.2556503
3.0,0.06179127
3.0,-0.2206083
3.0,-0.47820944
3.0,-0.6650812
3.0,-0.81058717
3.0,-0.9325212
3.0,-1.0828296
3.0,-1.1422731
3.0,-1.2502649
3.0,-1.3218361
3.0,-1.3409057
3.0,-1.3664966
2.0,-1.3986218
2.0,-1.3945799
2.0,-1.5307803
2.0,-1.4742604
2.0,-1.5362865
2.0,-1.559109
2.0,-1.5622466
2.0,-1.5138241
2.0,-1.5712706
2.0,-1.712516
2.0,-1.5521535
2.0,-1.4379681
2.0,-1.3191954
1.0,-1.2372798
1.0,-1.3489457
1.0,-1.1643465
1.0,-1.0520548
1.0,-1.191172
1.0,-1.0759507
1.0,-0.7589328
1.0,-1.0018669
1.0,-0.86327404
1.0,-0.9824095
1.0,-0.88075167
1.0,-0.93439645
1.0,-0.91801405
1.0,-0.87751323
1.0,-0.9539627
1.0,-0.77514875
1.0,-1.0205636
1.0,-0.8328151
1.0,-0.5452536
1.0,-1.0274066
1.0,-0.9153321
1.0,-0.73010516
1.0,-1.0772983
1.0,-0.46061045
1.0,-0.4714391
1.0,-0.6888832
1.0,-0.86533093
1.0,-0.34868565
1.0,-0.9805877
1.0,-0.7206552
1.0,-0.49076658
1.0,-0.60597247
1.0,-0.3710976
1.0,-0.49084336
1.0,-0.5082608
1.0,-0.5175083
1.0,-0.7040248
1.0,-0.6288618
1.0,-0.6395098
1.0,-0.59593815
1.0,-0.52130115
1.0,-0.543155
1.0,-0.5384208
1.0,-0.49054256
1.0,-0.5483823
1.0,-0.48659286
1.0,-0.5238354
1.0,-0.49769512
1.0,-0.41307878
1.0,-0.34460205
1.0,-0.1984979
1.0,0.010515271
1.0,0.09007959
1.0,0.18281928
1.0,0.21753229
1.0,0.25901398
1.0,0.30300122
1.0,0.30783236
1.0,0.34674242
1.0,0.3688623
1.0,0.3423065
1.0,0.36606827
1.0,0.39262873
1.0,0.50324965
1.0,0.5551809
1.0,0.58495253
1.0,0.5824144
1.0,0.5913342
1.0,0.65666115
1.0,0.6488782
1.0,0.62868065
1.0,0.55062443
1.0,0.40993682
1.0,0.4228455
1.0,0.37995097
1.0,0.054010022
1.0,-0.11545898
1.0,-0.20805177
1.0,-0.23651464
1.0,-0.16683097
1.0,-0.28739014
1.0,-0.30965877
1.0,-0.240627
1.0,-0.23000786
1.0,-0.3703434
1.0,-0.2994597
1.0,-0.2186075
1.0,-0.20217782
1.0,-0.25241256
1.0,-0.2983214
1.0,-0.22829999
1.0,-0.25204659
1.0,-0.31632513
1.0,-0.29406065
1.0,-0.29062328
1.0,-0.29236683
1.0,-0.31443667
1.0,-0.32198825
1.0,-0.2934105
1.0,-0.2986567
1.0,-0.28599384
1.0,-0.3748832
1.0,-0.26415932
1.0,-0.1698278
1.0,-0.27451563
1.0,-0.2984159
1.0,-0.12724392
1.0,0.046338037
1.0,0.054206662
1.0,0.033083882
1.0,0.017936459
1.0,0.09425101
1.0,0.09403106
1.0,0.09373816
1.0,0.12339553
1.0,0.18326917
1.0,0.2495107
1.0,0.35537046
1.0,0.4240598
1.0,0.53915685
1.0,0.57749295
1.0,0.6998335
1.0,0.71708226
1.0,0.44485444
1.0,0.48231274
1.0,0.52937365
1.0,0.5365827
1.0,0.624264
1.0,0.68559074
1.0,0.7222199
1.0,0.7276535
1.0,0.73127395
1.0,0.75691545
1.0,0.7567977
1.0,0.7400829
1.0,0.7335806
1.0,0.726932
1.0,0.74371034
1.0,0.7516173
1.0,0.7488307
1.0,0.7594986
1.0,0.76782626
1.0,0.75868917
1.0,0.764558
1.0,0.77608955
1.0,0.7515389
1.0,0.75322294
1.0,0.7721808
1.0,0.7522798
1.0,0.733613
1.0,0.73174995
1.0,0.7401873
1.0,0.73211825
1.0,0.73137224
1.0,0.72204053
1.0,0.71202385
1.0,0.72252566
1.0,0.71275026
1.0,0.6897672
1.0,0.70974314
1.0,0.69204795
1.0,0.6760075
1.0,0.6604399
1.0,0.67529184
2.0,0.036671143
2.0,0.7295476
2.0,0.68433315
2.0,0.55350626
2.0,0.5787392
2.0,0.6043301
2.0,0.59875965
2.0,0.5851927
2.0,0.59185845
2.0,0.5849269
2.0,0.5934718
2.0,0.5637851
2.0,0.59486765
2.0,0.571506
2.0,0.55986154
2.0,0.5840598
2.0,0.55654943
2.0,0.564095
2.0,0.53147525
2.0,0.54971784
2.0,0.5613848
2.0,0.5075616
2.0,0.6386012
2.0,0.5786746
2.0,0.43233734
2.0,0.78647053
2.0,0.530134
2.0,0.6087572
2.0,0.6228803
2.0,0.24830571
2.0,1.0175897
2.0,0.35126504
2.0,0.6613588
2.0,0.13254425
2.0,0.9606807
2.0,0.10720441
2.0,0.7742406
2.0,0.2373952
2.0,0.5863709
3.0,0.051673718
3.0,-0.0798854
3.0,0.5584577
3.0,0.3631643
3.0,0.51019365
3.0,0.427857
3.0,0.4537235
3.0,0.47982007
3.0,0.42308152
3.0,0.48132288
3.0,0.44751242
3.0,0.43784925
3.0,0.44366843
3.0,0.42471546
3.0,0.43409458
3.0,0.4317654
3.0,0.41545293
3.0,0.45259547
3.0,0.41682035
3.0,0.43226698
3.0,0.40118432
3.0,0.44684014
3.0,0.40816626
3.0,0.42274806
3.0,0.41481242
3.0,0.4461926
3.0,0.39389396
3.0,0.44919538
3.0,0.39811048
3.0,0.40655863
3.0,0.4042059
3.0,0.39524424
3.0,0.4249262
3.0,0.3204672
3.0,0.53528506
3.0,0.5532237
3.0,0.33324406
3.0,0.16580467
3.0,0.50171715
3.0,0.33493224
3.0,0.41307822
3.0,0.31739995
3.0,0.32340887
3.0,0.41255364
3.0,0.33888406
3.0,0.35018954
3.0,0.3743399
3.0,0.3640128
3.0,0.3521109
3.0,0.34538546
3.0,0.37132356
3.0,0.3779638
4.0,-0.1120529
4.0,-0.13849634
4.0,0.45735276
4.0,0.2654504
4.0,0.30248937
4.0,0.3502301
4.0,0.31246915
4.0,0.30678862
4.0,0.31655037
4.0,0.3186217
4.0,0.2806352
4.0,0.3611929
4.0,0.30315223
4.0,0.31513822
4.0,0.32254773
4.0,0.26590347
4.0,0.3385835
4.0,0.281345
4.0,0.3038141
4.0,0.34228554
4.0,0.267038
4.0,0.2731871
4.0,0.33107644
4.0,0.3082331
4.0,0.30034426
4.0,0.29764545
4.0,0.3107338
4.0,0.2886731
4.0,0.3171368
4.0,0.30231458
4.0,0.3051263
4.0,0.2875926
4.0,0.300931
4.0,0.3251207
4.0,0.23330754
4.0,0.35259613
4.0,0.25610754
4.0,0.17265704
4.0,-0.059306126
4.0,-0.4886237
4.0,-0.76330966
4.0,-1.0058893
4.0,-1.3730546
4.0,-1.2736671
4.0,-1.462899
4.0,-1.6838654
4.0,-1.4539468
3.0,-1.6292987
3.0,-1.6042979
3.0,-1.2774625
3.0,-1.4776232
3.0,-1.5533987
3.0,-1.1958181
3.0,-1.1370367
3.0,-0.7915638
3.0,-0.63119256
3.0,-0.59904253
3.0,-0.6392679
3.0,-0.5887221
3.0,-0.5278579
3.0,-0.49785456
3.0,-0.43989027
3.0,-0.341173
3.0,-0.3127419
3.0,-0.2920582
3.0,-0.30777404
3.0,-0.321118
3.0,-0.34597117
3.0,-0.4123699
3.0,-0.48565686
3.0,-0.4818131
3.0,-0.52606744
3.0,-0.5731697
3.0,-0.60077435
3.0,-0.5818983
3.0,-0.5536576
2.0,-0.42521876
2.0,-0.4427513
2.0,-0.43909407
2.0,-0.37260342
2.0,-0.3296895
2.0,-0.22714315
2.0,-0.26749802
2.0,-0.2398839
2.0,-0.22656652
2.0,-0.21350175
2.0,-0.14652467
2.0,-0.1074919
2.0,-0.065706976
2.0,0.040356636
2.0,0.07235047
2.0,0.069983475
2.0,0.120620586
2.0,0.105763726
2.0,0.11979459
2.0,0.13661262
2.0,0.12970902
2.0,0.092984855
2.0,0.093613625
2.0,0.08174843
2.0,0.09845404
2.0,0.14947921
2.0,0.11241163
2.0,0.15743771
2.0,0.12390009
2.0,0.12420463
2.0,0.13818413
2.0,0.12934364
2.0,0.18346602
2.0,0.17495582
2.0,0.19476701
2.0,0.24366975
2.0,0.23367265
2.0,0.2852329
2.0,0.27609852
2.0,0.29678547
2.0,0.31718704
2.0,0.32047382
2.0,0.33752924
2.0,0.32774144
2.0,0.37717435
2.0,0.32353488
2.0,0.36989474
2.0,0.42546192
2.0,0.3679552
2.0,0.37321055
2.0,0.08519705
2.0,-0.22727315
2.0,-0.45107123
2.0,-0.73280513
2.0,-0.9047513
2.0,-1.0651581
2.0,-1.200599
2.0,-1.2778956
2.0,-1.3837095
1.0,-1.4015743
1.0,-1.3563187
1.0,-1.5839683
1.0,-1.4401721
1.0,-1.6534244
1.0,-1.5269974
1.0,-1.7124437
1.0,-1.1452618
1.0,-1.3122267
1.0,-1.3256669
1.0,-0.97638535
1.0,-1.0176828
1.0,-0.75851554
1.0,-0.7163833
1.0,-0.48407793
1.0,-0.38264975
1.0,-0.3082694
1.0,-0.22501712
1.0,-0.24419123
1.0,-0.21092676
1.0,-0.1912368
1.0,-0.17113781
1.0,-0.14505191
1.0,-0.10623259
1.0,0.022849537
1.0,0.11830455
1.0,0.18620904
1.0,0.16361512
1.0,0.19727951
1.0,0.2956805
1.0,0.24826883
1.0,0.2643718
1.0,0.2561299
1.0,0.25148395
1.0,0.27732864
1.0,0.22348809
1.0,0.2541803
1.0,0.20287442
1.0,0.110778056
1.0,0.12572291
1.0,0.078570485
1.0,-0.026173802
1.0,-0.056045134
1.0,-0.1167571
1.0,-0.15656783
1.0,-0.17936532
1.0,-0.17312065
1.0,-0.17530394
1.0,-0.18391052
1.0,-0.21888955
1.0,-0.18876518
1.0,-0.048132338
1.0,0.014804276
1.0,0.004183358
1.0,0.09925432
1.0,0.10227413
1.0,0.1865691
1.0,0.14716193
1.0,0.15702064
1.0,0.36861435
1.0,0.27255082
1.0,0.32546413
1.0,0.37220156
1.0,0.40328988
1.0,0.4137702
1.0,0.41038078
1.0,0.44597745
1.0,0.47813293
1.0,0.49448353
1.0,0.49322286
1.0,0.50589275
1.0,0.50325125
1.0,0.5615999
1.0,0.55413073
1.0,0.5646528
1.0,0.5830103
1.0,0.5916377
1.0,0.5847418
1.0,0.5867762
1.0,0.59708005
1.0,0.61707366
1.0,0.6373809
1.0,0.67683434
1.0,0.64454865
1.0,0.66345143
1.0,0.66428983
2.0,0.036645673
2.0,0.6841803
2.0,0.8805984
2.0,0.45161584
2.0,0.68156034
2.0,0.6097263
2.0,0.6264427
2.0,0.59658617
2.0,0.6626644
2.0,0.59359485
2.0,0.41955036
2.0,0.48330972
2.0,0.6814108
2.0,0.61969787
2.0,0.5719787
2.0,0.637261
2.0,0.61190027
2.0,0.5849214
2.0,0.64845234
2.0,0.58678913
2.0,0.62624913
2.0,0.58296746
2.0,0.5998807
2.0,0.59464663
2.0,0.5764086
2.0,0.59906334
2.0,0.5598691
2.0,0.57770663
2.0,0.56888163
2.0,0.56155866
2.0,0.55343026
2.0,0.55058473
2.0,0.53236884
2.0,0.5525272
2.0,0.52558947
2.0,0.51059115
2.0,0.5405081
3.0,0.5077297
3.0,-0.05036824
3.0,0.4617785
3.0,0.4147466
3.0,0.5328039
3.0,0.4259752
3.0,0.5141211
3.0,0.47401148
3.0,0.44221184
3.0,0.50030714
3.0,0.46199945
3.0,0.43862355
3.0,0.46501204
3.0,0.45155475
3.0,0.45837831
3.0,0.45289475
3.0,0.46249747
3.0,0.44719627
3.0,0.46314472
3.0,0.44534394
3.0,0.44331044
3.0,0.43498456
3.0,0.4620495
3.0,0.43021432
3.0,0.446102
3.0,0.4544637
3.0,0.4358486
3.0,0.4305624
3.0,0.43375328
3.0,0.43216425
3.0,0.42825496
3.0,0.4205263
3.0,0.42398053
3.0,0.4366245
3.0,0.42710364
3.0,0.38353872
3.0,0.4205823
3.0,0.4049377
3.0,0.38337472
3.0,0.3926354
3.0,0.38847438
3.0,0.39631096
3.0,0.37442777
3.0,0.38622212
3.0,0.38903216
4.0,-0.11710451
4.0,-0.10033262
4.0,0.45363548
4.0,0.36064294
4.0,0.32935628
4.0,0.34823918
4.0,0.3605417
4.0,0.32535645
4.0,0.3589725
4.0,0.36301613
4.0,0.33075213
4.0,0.37333494
4.0,0.3328898
4.0,0.34285617
4.0,0.3458017
4.0,0.3439962
4.0,0.35455236
4.0,0.35244143
4.0,0.3339999
4.0,0.34983632
4.0,0.340196
4.0,0.34009752
4.0,0.31828713
4.0,0.34192386
4.0,0.33561975
4.0,0.32903686
4.0,0.3104607
4.0,0.32754108
4.0,0.3207698
4.0,0.3245119
4.0,0.29801738
4.0,0.3355037
4.0,0.35477236
